Dim;point_gen_method;input_file;spanner_method;epsilon;Points;Edges;Sparseness;Edges to points ratio
2;exp;dist_matrix_points_2_650_exp.txt;greedy-non-blind;0.5;650;872;0.00413417;1.34154
2;exp;dist_matrix_points_2_650_exp.txt;blind-quasi-sorted-greedy;0.5;650;160916;0.762906;247.563
2;exp;dist_matrix_points_2_650_exp.txt;blind-quasi-sorted-shaker;0.5;650;204569;0.969866;314.722
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;650;5470;0.0259334;8.41538
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio;0.5;650;7197;0.0341211;11.0723
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio-connect-first;0.5;650;7605;0.0360555;11.7
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;650;5372;0.0254688;8.26462
2;exp;dist_matrix_points_2_650_exp.txt;greedy-non-blind;0.01;650;5377;0.0254925;8.27231
2;exp;dist_matrix_points_2_650_exp.txt;blind-quasi-sorted-greedy;0.01;650;210914;0.999948;324.483
2;exp;dist_matrix_points_2_650_exp.txt;blind-quasi-sorted-shaker;0.01;650;210909;0.999924;324.475
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;650;30602;0.145085;47.08
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio;0.01;650;33979;0.161095;52.2754
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio-connect-first;0.01;650;34018;0.16128;52.3354
2;exp;dist_matrix_points_2_650_exp.txt;blind-random-bad-ratio-lower-bound-first;0.01;650;29963;0.142055;46.0969
2;normal;dist_matrix_points_2_650_normal.txt;greedy-non-blind;0.1;650;2823;0.0133839;4.34308
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-greedy;0.1;650;210920;0.999976;324.492
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-shaker;0.1;650;210439;0.997696;323.752
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;650;24182;0.114647;37.2031
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio;0.1;650;30902;0.146507;47.5415
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first;0.1;650;31560;0.149627;48.5538
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-lower-bound-first;0.1;650;24053;0.114036;37.0046
2;normal;dist_matrix_points_2_650_normal.txt;greedy-non-blind;0.2;650;1986;0.00941567;3.05538
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-greedy;0.2;650;210901;0.999886;324.463
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-shaker;0.2;650;200934;0.952632;309.129
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;650;16064;0.0761598;24.7138
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio;0.2;650;23211;0.110044;35.7092
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first;0.2;650;24155;0.114519;37.1615
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-lower-bound-first;0.2;650;16096;0.0763115;24.7631
2;normal;dist_matrix_points_2_650_normal.txt;greedy-non-blind;0.5;650;1240;0.00587887;1.90769
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-greedy;0.5;650;134669;0.638469;207.183
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-shaker;0.5;650;186816;0.885699;287.409
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;650;9832;0.0466137;15.1262
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio;0.5;650;15251;0.0723053;23.4631
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first;0.5;650;15886;0.0753159;24.44
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-lower-bound-first;0.5;650;9653;0.0457651;14.8508
2;normal;dist_matrix_points_2_650_normal.txt;greedy-non-blind;0.01;650;8873;0.0420671;13.6508
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-greedy;0.01;650;210921;0.999981;324.494
2;normal;dist_matrix_points_2_650_normal.txt;blind-quasi-sorted-shaker;0.01;650;210652;0.998706;324.08
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;650;57976;0.274865;89.1938
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio;0.01;650;62466;0.296153;96.1015
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-connect-first;0.01;650;62727;0.29739;96.5031
2;normal;dist_matrix_points_2_650_normal.txt;blind-random-bad-ratio-lower-bound-first;0.01;650;58297;0.276387;89.6877
2;unif;dist_matrix_points_2_650_unif.txt;greedy-non-blind;0.1;650;2731;0.0129477;4.20154
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-greedy;0.1;650;206749;0.980201;318.075
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-shaker;0.1;650;123048;0.583373;189.305
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;650;23491;0.111371;36.14
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio;0.1;650;31009;0.147014;47.7062
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first;0.1;650;30793;0.14599;47.3738
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-lower-bound-first;0.1;650;22866;0.108408;35.1785
2;unif;dist_matrix_points_2_650_unif.txt;greedy-non-blind;0.2;650;1902;0.00901742;2.92615
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-greedy;0.2;650;38054;0.180415;58.5446
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-shaker;0.2;650;79972;0.379149;123.034
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;650;15855;0.0751689;24.3923
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio;0.2;650;23811;0.112888;36.6323
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first;0.2;650;23354;0.110722;35.9292
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-lower-bound-first;0.2;650;15360;0.0728221;23.6308
2;unif;dist_matrix_points_2_650_unif.txt;greedy-non-blind;0.5;650;1207;0.00572241;1.85692
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-greedy;0.5;650;15192;0.0720256;23.3723
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-shaker;0.5;650;35260;0.167168;54.2462
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;650;9076;0.0430295;13.9631
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio;0.5;650;15504;0.0735048;23.8523
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first;0.5;650;15247;0.0722864;23.4569
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;650;9148;0.0433709;14.0738
2;unif;dist_matrix_points_2_650_unif.txt;greedy-non-blind;0.01;650;8543;0.0405025;13.1431
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-greedy;0.01;650;210921;0.999981;324.494
2;unif;dist_matrix_points_2_650_unif.txt;blind-quasi-sorted-shaker;0.01;650;210875;0.999763;324.423
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;650;60530;0.286974;93.1231
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio;0.01;650;66137;0.313557;101.749
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-connect-first;0.01;650;65790;0.311912;101.215
2;unif;dist_matrix_points_2_650_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;650;59702;0.283048;91.8492
2;clustered;dist_matrix_points_2_700_clustered.txt;greedy-non-blind;0.1;700;2473;0.0101083;3.53286
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-greedy;0.1;700;17890;0.0731249;25.5571
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-shaker;0.1;700;34572;0.141312;49.3886
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;700;11369;0.0464705;16.2414
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio;0.1;700;14827;0.0606049;21.1814
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first;0.1;700;14762;0.0603393;21.0886
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;700;11166;0.0456407;15.9514
2;clustered;dist_matrix_points_2_700_clustered.txt;greedy-non-blind;0.2;700;1792;0.00732475;2.56
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-greedy;0.2;700;17266;0.0705743;24.6657
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-shaker;0.2;700;34330;0.140323;49.0429
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;700;9248;0.0378009;13.2114
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio;0.2;700;12092;0.0494257;17.2743
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first;0.2;700;12405;0.0507051;17.7214
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;700;9414;0.0384795;13.4486
2;clustered;dist_matrix_points_2_700_clustered.txt;greedy-non-blind;0.5;700;1175;0.00480278;1.67857
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-greedy;0.5;700;17127;0.0700061;24.4671
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-shaker;0.5;700;30976;0.126614;44.2514
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;700;7190;0.0293889;10.2714
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio;0.5;700;9304;0.0380298;13.2914
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first;0.5;700;9461;0.0386716;13.5157
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;700;7364;0.0301001;10.52
2;clustered;dist_matrix_points_2_700_clustered.txt;greedy-non-blind;0.01;700;6082;0.02486;8.68857
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-greedy;0.01;700;143226;0.585432;204.609
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-quasi-sorted-shaker;0.01;700;128662;0.525902;183.803
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;700;19294;0.0788637;27.5629
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio;0.01;700;28016;0.114515;40.0229
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-connect-first;0.01;700;28142;0.11503;40.2029
2;clustered;dist_matrix_points_2_700_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;700;19400;0.079297;27.7143
2;exp;dist_matrix_points_2_700_exp.txt;greedy-non-blind;0.1;700;1835;0.00750051;2.62143
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-greedy;0.1;700;232208;0.949144;331.726
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-shaker;0.1;700;244280;0.998488;348.971
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;700;12161;0.0497077;17.3729
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio;0.1;700;16007;0.0654282;22.8671
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first;0.1;700;16439;0.067194;23.4843
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-lower-bound-first;0.1;700;11637;0.0475659;16.6243
2;exp;dist_matrix_points_2_700_exp.txt;greedy-non-blind;0.2;700;1357;0.0055467;1.93857
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-greedy;0.2;700;214180;0.875455;305.971
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-shaker;0.2;700;244280;0.998488;348.971
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;700;9031;0.036914;12.9014
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio;0.2;700;12170;0.0497445;17.3857
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first;0.2;700;12125;0.0495606;17.3214
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-lower-bound-first;0.2;700;9165;0.0374617;13.0929
2;exp;dist_matrix_points_2_700_exp.txt;greedy-non-blind;0.5;700;939;0.00383814;1.34143
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-greedy;0.5;700;185137;0.756742;264.481
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-shaker;0.5;700;241852;0.988563;345.503
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;700;5964;0.0243777;8.52
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio;0.5;700;8178;0.0334273;11.6829
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first;0.5;700;8105;0.033129;11.5786
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;700;5875;0.0240139;8.39286
2;exp;dist_matrix_points_2_700_exp.txt;greedy-non-blind;0.01;700;5818;0.0237809;8.31143
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-greedy;0.01;700;244648;0.999992;349.497
2;exp;dist_matrix_points_2_700_exp.txt;blind-quasi-sorted-shaker;0.01;700;244639;0.999955;349.484
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;700;33501;0.136934;47.8586
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio;0.01;700;38189;0.156096;54.5557
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-connect-first;0.01;700;38487;0.157315;54.9814
2;exp;dist_matrix_points_2_700_exp.txt;blind-random-bad-ratio-lower-bound-first;0.01;700;33601;0.137343;48.0014
2;normal;dist_matrix_points_2_700_normal.txt;greedy-non-blind;0.1;700;3050;0.0124668;4.35714
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-greedy;0.1;700;244645;0.99998;349.493
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-shaker;0.1;700;244144;0.997932;348.777
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;700;26504;0.108334;37.8629
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio;0.1;700;34595;0.141406;49.4214
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first;0.1;700;34006;0.138999;48.58
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-lower-bound-first;0.1;700;26352;0.107713;37.6457
2;normal;dist_matrix_points_2_700_normal.txt;greedy-non-blind;0.2;700;2123;0.0086777;3.03286
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-greedy;0.2;700;244513;0.99944;349.304
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-shaker;0.2;700;240994;0.985056;344.277
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;700;18166;0.074253;25.9514
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio;0.2;700;25626;0.104746;36.6086
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first;0.2;700;25364;0.103675;36.2343
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-lower-bound-first;0.2;700;17834;0.072896;25.4771
2;normal;dist_matrix_points_2_700_normal.txt;greedy-non-blind;0.5;700;1334;0.00545269;1.90571
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-greedy;0.5;700;177371;0.724999;253.387
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-shaker;0.5;700;161923;0.661856;231.319
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;700;10515;0.0429798;15.0214
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio;0.5;700;16765;0.0685265;23.95
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first;0.5;700;17374;0.0710157;24.82
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-lower-bound-first;0.5;700;10848;0.0443409;15.4971
2;normal;dist_matrix_points_2_700_normal.txt;greedy-non-blind;0.01;700;9624;0.0393378;13.7486
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-greedy;0.01;700;244650;1;349.5
2;normal;dist_matrix_points_2_700_normal.txt;blind-quasi-sorted-shaker;0.01;700;244507;0.999415;349.296
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;700;65037;0.265837;92.91
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio;0.01;700;70167;0.286806;100.239
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-connect-first;0.01;700;70965;0.290067;101.379
2;normal;dist_matrix_points_2_700_normal.txt;blind-random-bad-ratio-lower-bound-first;0.01;700;64355;0.263049;91.9357
2;unif;dist_matrix_points_2_700_unif.txt;greedy-non-blind;0.1;700;2960;0.0120989;4.22857
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-greedy;0.1;700;212696;0.869389;303.851
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-shaker;0.1;700;142674;0.583176;203.82
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;700;24689;0.100916;35.27
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio;0.1;700;34134;0.139522;48.7629
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first;0.1;700;33742;0.137919;48.2029
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-lower-bound-first;0.1;700;25483;0.104161;36.4043
2;unif;dist_matrix_points_2_700_unif.txt;greedy-non-blind;0.2;700;2062;0.00842837;2.94571
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-greedy;0.2;700;72958;0.298214;104.226
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-shaker;0.2;700;134978;0.551719;192.826
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;700;17310;0.0707541;24.7286
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio;0.2;700;26618;0.1088;38.0257
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first;0.2;700;25768;0.105326;36.8114
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-lower-bound-first;0.2;700;16537;0.0675945;23.6243
2;unif;dist_matrix_points_2_700_unif.txt;greedy-non-blind;0.5;700;1302;0.00532189;1.86
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-greedy;0.5;700;19949;0.081541;28.4986
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-shaker;0.5;700;40824;0.166867;58.32
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;700;10316;0.0421664;14.7371
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio;0.5;700;17211;0.0703495;24.5871
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first;0.5;700;16857;0.0689025;24.0814
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-lower-bound-first;0.5;700;9851;0.0402657;14.0729
2;unif;dist_matrix_points_2_700_unif.txt;greedy-non-blind;0.01;700;9226;0.037711;13.18
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-greedy;0.01;700;244616;0.999861;349.451
2;unif;dist_matrix_points_2_700_unif.txt;blind-quasi-sorted-shaker;0.01;700;244307;0.998598;349.01
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;700;67153;0.274486;95.9329
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio;0.01;700;73550;0.300634;105.071
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-connect-first;0.01;700;74472;0.304402;106.389
2;unif;dist_matrix_points_2_700_unif.txt;blind-random-bad-ratio-lower-bound-first;0.01;700;66015;0.269834;94.3071
2;clustered;dist_matrix_points_2_750_clustered.txt;greedy-non-blind;0.1;750;2655;0.0094526;3.54
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-greedy;0.1;750;20077;0.0714802;26.7693
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-shaker;0.1;750;38466;0.136951;51.288
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;750;11943;0.0425207;15.924
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio;0.1;750;16423;0.0584709;21.8973
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first;0.1;750;16090;0.0572853;21.4533
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.1;750;11841;0.0421575;15.788
2;clustered;dist_matrix_points_2_750_clustered.txt;greedy-non-blind;0.2;750;1918;0.00682866;2.55733
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-greedy;0.2;750;18369;0.0653992;24.492
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-shaker;0.2;750;36724;0.130749;48.9653
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;750;10052;0.0357882;13.4027
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio;0.2;750;13390;0.0476725;17.8533
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first;0.2;750;13613;0.0484664;18.1507
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.2;750;10253;0.0365038;13.6707
2;clustered;dist_matrix_points_2_750_clustered.txt;greedy-non-blind;0.5;750;1260;0.00448598;1.68
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-greedy;0.5;750;17683;0.0629568;23.5773
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-shaker;0.5;750;36702;0.13067;48.936
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;750;7741;0.0275603;10.3213
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio;0.5;750;10415;0.0370806;13.8867
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first;0.5;750;10349;0.0368456;13.7987
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.5;750;7658;0.0272648;10.2107
2;clustered;dist_matrix_points_2_750_clustered.txt;greedy-non-blind;0.01;750;6556;0.0233413;8.74133
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-greedy;0.01;750;155932;0.555165;207.909
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-quasi-sorted-shaker;0.01;750;267697;0.953082;356.929
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.01;750;21137;0.0752541;28.1827
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio;0.01;750;31316;0.111494;41.7547
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-connect-first;0.01;750;31699;0.112858;42.2653
2;clustered;dist_matrix_points_2_750_clustered.txt;blind-random-bad-ratio-lower-bound-first;0.01;750;21288;0.0757917;28.384
2;exp;dist_matrix_points_2_750_exp.txt;greedy-non-blind;0.1;750;1980;0.0070494;2.64
2;exp;dist_matrix_points_2_750_exp.txt;blind-quasi-sorted-greedy;0.1;750;263725;0.938941;351.633
2;exp;dist_matrix_points_2_750_exp.txt;blind-quasi-sorted-shaker;0.1;750;280655;0.999217;374.207
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.1;750;13686;0.0487263;18.248
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio;0.1;750;17572;0.0625616;23.4293
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-connect-first;0.1;750;17696;0.0630031;23.5947
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-lower-bound-first;0.1;750;13344;0.0475087;17.792
2;exp;dist_matrix_points_2_750_exp.txt;greedy-non-blind;0.2;750;1466;0.0052194;1.95467
2;exp;dist_matrix_points_2_750_exp.txt;blind-quasi-sorted-greedy;0.2;750;263725;0.938941;351.633
2;exp;dist_matrix_points_2_750_exp.txt;blind-quasi-sorted-shaker;0.2;750;279433;0.994866;372.577
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.2;750;9812;0.0349337;13.0827
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio;0.2;750;13450;0.0478861;17.9333
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-connect-first;0.2;750;13158;0.0468465;17.544
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-lower-bound-first;0.2;750;9701;0.0345385;12.9347
2;exp;dist_matrix_points_2_750_exp.txt;greedy-non-blind;0.5;750;1013;0.00360659;1.35067
2;exp;dist_matrix_points_2_750_exp.txt;blind-quasi-sorted-greedy;0.5;750;242560;0.863587;323.413
2;exp;dist_matrix_points_2_750_exp.txt;blind-quasi-sorted-shaker;0.5;750;269714;0.960263;359.619
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-connect-first-lower-bound-first;0.5;750;6504;0.0231562;8.672
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio;0.5;750;8913;0.031733;11.884
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-connect-first;0.5;750;8701;0.0309782;11.6013
2;exp;dist_matrix_points_2_750_exp.txt;blind-random-bad-ratio-lower-bound-first;0.5;750;6693;0.0238291;8.924
2;exp;dist_matrix_points_2_750_exp.txt;greedy-non-blind;0.01;750;6273;0.0223338;8.364
2;exp;dist_matrix_points_2_750_exp.txt;blind-quasi-sorted-greedy;0.01;750;280869;0.999979;374.492
