Dimension;Epsilon;Npoints;point_gen_method;query_method;MinFraction;MaxFraction;AvgFraction;MinNumberOfDistances;MaxNumberOfDistances;AvgNumberOfDistances
10;0.01;10000;unif;query_2;0.0062;0.0269;0.01558;62;269;155.8
10;0.5;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
10;0.1;10000;exp;query_2;0.0008;0.0024;0.0015699999999999998;8;24;15.7
10;0.001;10000;unif;query_1;0.01;0.0313;0.022549999999999997;100;313;225.5
10;0.5;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
10;0.5;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
10;0.5;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
10;0.5;10000;exp;query_1;0.001;0.0023;0.0015199999999999999;10;23;15.2
20;0.001;5000;unif;query_1;0.1442;0.292;0.20909999999999998;721;1460;1045.5
10;0.5;10000;exp;query_2;0.001;0.0022;0.00145;10;22;14.5
10;0.001;10000;normal;query_2;0.0256;0.0663;0.04189;256;663;418.9
20;0.001;10000;normal;query_1;0.0093;0.0311;0.015540000000000003;93;311;155.4
20;0.001;10000;exp;query_1;0.0011;0.0038;0.0020199999999999997;11;38;20.2
20;0.001;10000;exp;query_2;0.001;0.0033;0.0019999999999999996;10;33;20.0
20;0.01;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
20;0.01;10000;unif;query_1;0.0002;0.0003;0.00023;2;3;2.3
20;0.01;10000;normal;query_2;0.0015;0.0041;0.00287;15;41;28.7
20;0.01;10000;exp;query_1;0.001;0.0031;0.0021799999999999996;10;31;21.8
20;0.01;10000;exp;query_2;0.0009;0.0029;0.00195;9;29;19.5
20;0.1;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
20;0.1;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
20;0.1;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
20;0.1;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
20;0.1;10000;exp;query_1;0.0008;0.003;0.0017000000000000001;8;30;17.0
10;0.001;10000;unif;query_2;0.033;0.0978;0.061919999999999996;330;978;619.2
20;0.5;10000;normal;query_1;0.0002;0.0002;0.0002;2;2;2.0
20;0.5;10000;normal;query_2;0.0002;0.0002;0.0002;2;2;2.0
20;0.1;10000;exp;query_2;0.0012;0.0025;0.0018100000000000002;12;25;18.1
20;0.5;10000;unif;query_1;0.0002;0.0002;0.0002;2;2;2.0
20;0.5;10000;unif;query_2;0.0002;0.0002;0.0002;2;2;2.0
20;0.5;10000;exp;query_1;0.0011;0.0024;0.00163;11;24;16.3
20;0.5;10000;exp;query_2;0.0009;0.0023;0.0015;9;23;15.0
20;0.001;5000;normal;query_2;0.2146;0.4444;0.32717999999999997;1073;2222;1635.9
20;0.01;10000;unif;query_2;0.0404;0.133;0.07137;404;1330;713.7
20;0.001;5000;unif;query_2;0.3378;0.5024;0.42232000000000003;1689;2512;2111.6
20;0.001;10000;unif;query_1;0.0859;0.1846;0.144;859;1846;1440.0
20;0.001;10000;normal;query_2;0.1542;0.2592;0.20314000000000002;1542;2592;2031.4
20;0.001;10000;unif;query_2;0.1812;0.3787;0.29108000000000006;1812;3787;2910.8
